timestamp_epoch;elapsed_s;band;frequency_mhz;adc_channel;adc_code;voltage_v;detector_power_dbm;antenna_power_dbm;antenna_power_w;sample_duration_s;energy_j;cumulative_energy_j;alert_level;net_gain_db;mode
1787053324.0038743;0.7034144309999988;2,45 GHz;2450.0;1;2807;2.262051282051282;-46.48205128205127;-63.182051282051276;4.806122895606875e-10;0.1;4.806122895606875e-11;2.579399427885861e-10;ORANGE;16.7;simulation
1787053324.103218;0.8034735990000286;868 MHz;868.0;0;2533;2.041245421245421;-37.649816849816844;-70.64981684981684;8.610300626824512e-11;0.1;8.610300626824511e-12;7.043959406803712e-11;VERT;33.0;simulation
1787053324.1036744;0.8034735990000286;2,45 GHz;2450.0;1;2794;2.2515750915750914;-46.063003663003656;-62.76300366300366;5.292972452580037e-10;0.1;5.292972452580037e-11;3.1086966731438646e-10;ORANGE;16.7;simulation
1787053324.2033944;0.9035598760000312;868 MHz;868.0;0;2504;2.0178754578754576;-36.7150183150183;-69.7150183150183;1.0678202893298283e-10;0.1;1.0678202893298283e-11;8.111779696133541e-11;ORANGE;33.0;simulation
1787053324.2039886;0.9035598760000312;2,45 GHz;2450.0;1;2809;2.2636630036630034;-46.54652014652014;-63.24652014652014;4.735305308474486e-10;0.1;4.735305308474486e-11;3.5822272039913134e-10;ORANGE;16.7;simulation
1787053324.3033855;1.003618270000004;868 MHz;868.0;0;2512;2.0243223443223446;-36.972893772893784;-69.97289377289378;1.0062609578158324e-10;0.1;1.0062609578158324e-11;9.118040653949374e-11;ORANGE;33.0;simulation
1787053324.303889;1.003618270000004;2,45 GHz;2450.0;1;2875;2.316849816849817;-48.67399267399268;-65.37399267399267;2.9013540763424537e-10;0.1;2.901354076342454e-11;3.8723626116255586e-10;ORANGE;16.7;simulation
1787053324.4035332;1.1036962520000202;868 MHz;868.0;0;2467;1.988058608058608;-35.52234432234432;-68.52234432234431;1.4052887442529038e-10;0.1;1.4052887442529038e-11;1.0523329398202278e-10;ORANGE;33.0;simulation
1787053324.4041533;1.1036962520000202;2,45 GHz;2450.0;1;2872;2.3144322344322346;-48.577289377289375;-65.27728937728938;2.966682448686529e-10;0.1;2.966682448686529e-11;4.169030856494211e-10;ORANGE;16.7;simulation
1787053324.5035129;1.2037497390000453;868 MHz;868.0;0;2573;2.0734798534798533;-38.93919413919413;-71.93919413919413;6.398535533308126e-11;0.1;6.398535533308127e-12;1.1163182951533091e-10;VERT;33.0;simulation
1787053324.5040362;1.2037497390000453;2,45 GHz;2450.0;1;2925;2.357142857142857;-50.285714285714285;-66.98571428571428;2.0018363517592065e-10;0.1;2.0018363517592065e-11;4.3692144916701317e-10;ORANGE;16.7;simulation
1787053324.6036842;1.3038401640000075;868 MHz;868.0;0;2532;2.0404395604395607;-37.617582417582426;-70.61758241758243;8.67444620844506e-11;0.1;8.67444620844506e-12;1.2030627572377598e-10;VERT;33.0;simulation
1787053324.6042886;1.3038401640000075;2,45 GHz;2450.0;1;2856;2.3015384615384615;-48.06153846153846;-64.76153846153846;3.340766744513658e-10;0.1;3.3407667445136585e-11;4.703291166121497e-10;ORANGE;16.7;simulation
1787053324.7036324;1.403891763000047;868 MHz;868.0;0;2478;1.9969230769230768;-35.87692307692307;-68.87692307692308;1.295113088202781e-10;0.1;1.2951130882027811e-11;1.332574066058038e-10;ORANGE;33.0;simulation
1787053324.7040944;1.403891763000047;2,45 GHz;2450.0;1;2875;2.316849816849817;-48.67399267399268;-65.37399267399267;2.9013540763424537e-10;0.1;2.901354076342454e-11;4.993426573755743e-10;ORANGE;16.7;simulation
1787053324.8040295;1.5040052940000237;868 MHz;868.0;0;2493;2.009010989010989;-36.36043956043956;-69.36043956043956;1.1586600793004373e-10;0.1;1.1586600793004373e-11;1.4484400739880816e-10;ORANGE;33.0;simulation
1787053324.8049428;1.5040052940000237;2,45 GHz;2450.0;1;2840;2.2886446886446885;-47.54578754578753;-64.24578754578754;3.762021259198029e-10;0.1;3.762021259198029e-11;5.369628699675546e-10;ORANGE;16.7;simulation
1787053324.9039419;1.6040881090000312;868 MHz;868.0;0;2505;2.0186813186813186;-36.747252747252745;-69.74725274725274;1.0599239980993087e-10;0.1;1.0599239980993087e-11;1.5544324737980125e-10;ORANGE;33.0;simulation
1787053324.9045503;1.6040881090000312;2,45 GHz;2450.0;1;2864;2.3079853479853476;-48.319413919413904;-65.0194139194139;3.1481731315326964e-10;0.1;3.1481731315326964e-11;5.684446012828816e-10;ORANGE;16.7;simulation
1787053325.0041952;1.7041974560000313;868 MHz;868.0;0;2482;2.00014652014652;-36.0058608058608;-69.0058608058608;1.25722763725258e-10;0.1;1.25722763725258e-11;1.6801552375232706e-10;ORANGE;33.0;simulation
1787053325.0051172;1.7041974560000313;2,45 GHz;2450.0;1;2875;2.316849816849817;-48.67399267399268;-65.37399267399267;2.9013540763424537e-10;0.1;2.901354076342454e-11;5.974581420463062e-10;ORANGE;16.7;simulation
1787053325.1040392;1.8042616920000114;868 MHz;868.0;0;2457;1.9799999999999998;-35.19999999999999;-68.19999999999999;1.5135612484362134e-10;0.1;1.5135612484362134e-11;1.831511362366892e-10;ORANGE;33.0;simulation
1787053325.1045525;1.8042616920000114;2,45 GHz;2450.0;1;2894;2.3321611721611717;-49.28644688644687;-65.98644688644687;2.51973756926705e-10;0.1;2.5197375692670503e-11;6.226555177389767e-10;ORANGE;16.7;simulation
1787053325.2043428;1.9043669410000348;868 MHz;868.0;0;2519;2.0299633699633697;-37.19853479853478;-70.19853479853478;9.553148311012937e-11;0.1;9.553148311012937e-12;1.9270428454770214e-10;VERT;33.0;simulation
1787053325.2052977;1.9043669410000348;2,45 GHz;2450.0;1;2870;2.312820512820513;-48.51282051282052;-65.21282051282051;3.011049871506763e-10;0.1;3.011049871506763e-11;6.527660164540443e-10;ORANGE;16.7;simulation
1787053325.3042314;2.0044414550000056;868 MHz;868.0;0;2512;2.0243223443223446;-36.972893772893784;-69.97289377289378;1.0062609578158324e-10;0.1;1.0062609578158324e-11;2.0276689412586046e-10;ORANGE;33.0;simulation
1787053325.3047736;2.0044414550000056;2,45 GHz;2450.0;1;2872;2.3144322344322346;-48.577289377289375;-65.27728937728938;2.966682448686529e-10;0.1;2.966682448686529e-11;6.824328409409096e-10;ORANGE;16.7;simulation
1787053325.404505;2.1045388910000042;868 MHz;868.0;0;2588;2.0855677655677654;-39.42271062271061;-72.42271062271061;5.7243863535634816e-11;0.1;5.724386353563482e-12;2.0849128047942394e-10;VERT;33.0;simulation
1787053325.4053948;2.1045388910000042;2,45 GHz;2450.0;1;2918;2.3515018315018312;-50.060073260073246;-66.76007326007324;2.1085925803011096e-10;0.1;2.1085925803011098e-11;7.035187667439207e-10;ORANGE;16.7;simulation
1787053325.5043602;2.204595816000051;868 MHz;868.0;0;2524;2.0339926739926737;-37.35970695970694;-70.35970695970694;9.205116812027919e-11;0.1;9.20511681202792e-12;2.1769639729145186e-10;VERT;33.0;simulation
1787053325.504885;2.204595816000051;2,45 GHz;2450.0;1;2889;2.3281318681318677;-49.12527472527471;-65.82527472527471;2.615005023356824e-10;0.1;2.6150050233568244e-11;7.29668816977489e-10;ORANGE;16.7;simulation
1787053325.604666;2.3047094710000238;868 MHz;868.0;0;2515;2.0267399267399266;-37.069597069597066;-70.06959706959707;9.841024047301825e-11;0.1;9.841024047301826e-12;2.2753742133875367e-10;VERT;33.0;simulation
1787053325.6056721;2.3047094710000238;2,45 GHz;2450.0;1;2779;2.2394871794871793;-45.579487179487174;-62.27948717948718;5.916314906587628e-10;0.1;5.916314906587628e-11;7.888319660433653e-10;ORANGE;16.7;simulation
1787053325.7045424;2.4047720800000434;868 MHz;868.0;0;2538;2.045274725274725;-37.810989010989005;-70.810989010989;8.2966180861263e-11;0.1;8.296618086126301e-12;2.3583403942488e-10;VERT;33.0;simulation
1787053325.7050264;2.4047720800000434;2,45 GHz;2450.0;1;2917;2.3506959706959707;-50.02783882783882;-66.72783882783882;2.1243013114275011e-10;0.1;2.124301311427501e-11;8.100749791576403e-10;ORANGE;16.7;simulation
1787053325.804846;2.5048830500000463;868 MHz;868.0;0;2422;1.9517948717948717;-34.071794871794864;-67.07179487179486;1.9625490181099972e-10;0.1;1.9625490181099972e-11;2.5545952960597995e-10;ORANGE;33.0;simulation
1787053325.8058019;2.5048830500000463;2,45 GHz;2450.0;1;2890;2.328937728937729;-49.15750915750916;-65.85750915750916;2.595667648482016e-10;0.1;2.595667648482016e-11;8.360316556424605e-10;ORANGE;16.7;simulation
1787053325.9048586;2.6049687110000264;868 MHz;868.0;0;2499;2.0138461538461536;-36.55384615384614;-69.55384615384614;1.1081929541781956e-10;0.1;1.1081929541781957e-11;2.665414591477619e-10;ORANGE;33.0;simulation
1787053325.905507;2.6049687110000264;2,45 GHz;2450.0;1;2859;2.3039560439560436;-48.15824175824174;-64.85824175824175;3.2672007806549786e-10;0.1;3.267200780654979e-11;8.687036634490103e-10;ORANGE;16.7;simulation
1787053326.0050552;2.705081514000028;868 MHz;868.0;0;2378;1.9163369963369963;-32.65347985347985;-65.65347985347985;2.7205205742228196e-10;0.1;2.7205205742228198e-11;2.9374666488999007e-10;ORANGE;33.0;simulation
1787053326.0059054;2.705081514000028;2,45 GHz;2450.0;1;2862;2.3063736263736265;-48.254945054945054;-64.95494505494506;3.195254789530779e-10;0.1;3.195254789530779e-11;9.00656211344318e-10;ORANGE;16.7;simulation
1787053326.104922;2.805142614000033;868 MHz;868.0;0;2423;1.9526007326007324;-34.1040293040293;-67.1040293040293;1.948036408866653e-10;0.1;1.9480364088666534e-11;3.132270289786566e-10;ORANGE;33.0;simulation
1787053326.1055002;2.805142614000033;2,45 GHz;2450.0;1;2839;2.2878388278388275;-47.5135531135531;-64.2135531135531;3.7900478116030003e-10;0.1;3.7900478116030005e-11;9.38556689460348e-10;ORANGE;16.7;simulation
1787053326.2052329;2.905256742000006;868 MHz;868.0;0;2463;1.9848351648351648;-35.39340659340659;-68.39340659340658;1.4476358866587202e-10;0.1;1.4476358866587202e-11;3.277033878452438e-10;ORANGE;33.0;simulation
1787053326.2060633;2.905256742000006;2,45 GHz;2450.0;1;2793;2.250769230769231;-46.03076923076923;-62.730769230769226;5.332404385469179e-10;0.1;5.332404385469179e-11;9.918807333150399e-10;ORANGE;16.7;simulation
1787053326.3051229;3.0053229720000445;868 MHz;868.0;0;2422;1.9517948717948717;-34.071794871794864;-67.07179487179486;1.9625490181099972e-10;0.1;1.9625490181099972e-11;3.4732887802634375e-10;ORANGE;33.0;simulation
1787053326.3057632;3.0053229720000445;2,45 GHz;2450.0;1;2775;2.2362637362637363;-45.450549450549445;-62.15054945054945;6.094597861525914e-10;0.1;6.094597861525914e-11;1.052826711930299e-09;ORANGE;16.7;simulation
1787053326.4054072;3.1054358230000503;868 MHz;868.0;0;2395;1.93003663003663;-33.2014652014652;-66.2014652014652;2.3980237490156625e-10;0.1;2.3980237490156627e-11;3.713091155165004e-10;ORANGE;33.0;simulation
1787053326.4062252;3.1054358230000503;2,45 GHz;2450.0;1;2830;2.2805860805860805;-47.22344322344321;-63.923443223443215;4.051871629230533e-10;0.1;4.051871629230533e-11;1.0933454282226042e-09;ORANGE;16.7;simulation
1787053326.5053415;3.2055115140000225;868 MHz;868.0;0;2422;1.9517948717948717;-34.071794871794864;-67.07179487179486;1.9625490181099972e-10;0.1;1.9625490181099972e-11;3.9093460569760034e-10;ORANGE;33.0;simulation
1787053326.5060081;3.2055115140000225;2,45 GHz;2450.0;1;2869;2.3120146520146516;-48.480586080586065;-65.18058608058607;3.033481788075944e-10;0.1;3.033481788075944e-11;1.1236802461033635e-09;ORANGE;16.7;simulation
1787053326.6055741;3.3056175510000116;868 MHz;868.0;0;2451;1.975164835164835;-35.006593406593396;-68.0065934065934;1.5824888522591943e-10;0.1;1.5824888522591945e-11;4.067594942201923e-10;ORANGE;33.0;simulation
1787053326.6062071;3.3056175510000116;2,45 GHz;2450.0;1;2817;2.2701098901098904;-46.80439560439561;-63.50439560439561;4.462317210929257e-10;0.1;4.4623172109292575e-11;1.1683034182126562e-09;ORANGE;16.7;simulation
1787053326.705457;3.4056819660000315;868 MHz;868.0;0;2395;1.93003663003663;-33.2014652014652;-66.2014652014652;2.3980237490156625e-10;0.1;2.3980237490156627e-11;4.3073973171034893e-10;ORANGE;33.0;simulation
1787053326.7060127;3.4056819660000315;2,45 GHz;2450.0;1;2820;2.2725274725274724;-46.90109890109889;-63.601098901098894;4.3640539403180144e-10;0.1;4.3640539403180146e-11;1.2119439576158363e-09;ORANGE;16.7;simulation
1787053326.8056803;3.5057774310000127;868 MHz;868.0;0;2420;1.9501831501831501;-34.007326007326;-67.007326007326;1.9918993930146226e-10;0.1;1.9918993930146227e-11;4.506587256404952e-10;ORANGE;33.0;simulation
1787053326.8063295;3.5057774310000127;2,45 GHz;2450.0;1;2789;2.2475457875457874;-45.901831501831495;-62.6018315018315;5.493091709551422e-10;0.1;5.4930917095514226e-11;1.2668748747113505e-09;ORANGE;16.7;simulation
1787053326.9057345;3.6058635840000193;868 MHz;868.0;0;2492;2.008205128205128;-36.32820512820512;-69.32820512820513;1.1672919410563128e-10;0.1;1.1672919410563129e-11;4.623316450510583e-10;ORANGE;33.0;simulation
1787053326.9063442;3.6058635840000193;2,45 GHz;2450.0;1;2867;2.3104029304029305;-48.416117216117215;-65.11611721611722;3.078848210481077e-10;0.1;3.0788482104810776e-11;1.2976633568161613e-09;ORANGE;16.7;simulation
1787053327.0057468;3.705911502000049;868 MHz;868.0;0;2492;2.008205128205128;-36.32820512820512;-69.32820512820513;1.1672919410563128e-10;0.1;1.1672919410563129e-11;4.740045644616214e-10;ORANGE;33.0;simulation
1787053327.0064073;3.705911502000049;2,45 GHz;2450.0;1;2850;2.2967032967032965;-47.868131868131854;-64.56813186813186;3.4929053162885115e-10;0.1;3.4929053162885115e-11;1.3325924099790463e-09;ORANGE;16.7;simulation
1787053327.1057608;3.8059796660000416;868 MHz;868.0;0;2377;1.9155311355311353;-32.621245421245405;-65.6212454212454;2.740788086602204e-10;0.1;2.740788086602204e-11;5.014124453276434e-10;ORANGE;33.0;simulation
1787053327.1063216;3.8059796660000416;2,45 GHz;2450.0;1;2876;2.3176556776556776;-48.706227106227104;-65.4062271062271;2.8798992145285725e-10;0.1;2.8798992145285725e-11;1.361391402124332e-09;ORANGE;16.7;simulation
1787053327.2058928;3.9060590860000275;868 MHz;868.0;0;2374;1.913113553113553;-32.524542124542116;-65.52454212454211;2.80250107299628e-10;0.1;2.8025010729962803e-11;5.294374560576062e-10;ORANGE;33.0;simulation
1787053327.2065926;3.9060590860000275;2,45 GHz;2450.0;1;2824;2.2757509157509155;-47.03003663003662;-63.73003663003662;4.236393928998553e-10;0.1;4.2363939289985536e-11;1.4037553414143176e-09;ORANGE;16.7;simulation
1787053327.3059175;4.00612589800005;868 MHz;868.0;0;2496;2.011428571428571;-36.45714285714284;-69.45714285714284;1.1331455935440486e-10;0.1;1.1331455935440487e-11;5.407689119930467e-10;ORANGE;33.0;simulation
1787053327.3065188;4.00612589800005;2,45 GHz;2450.0;1;2796;2.253186813186813;-46.12747252747251;-62.82747252747251;5.214981201421531e-10;0.1;5.214981201421531e-11;1.4559051534285328e-09;ORANGE;16.7;simulation
1787053327.406676;4.1062795270000265;868 MHz;868.0;0;2392;1.9276190476190476;-33.1047619047619;-66.1047619047619;2.452018878270317e-10;0.1;2.4520188782703174e-11;5.652891007757499e-10;ORANGE;33.0;simulation
1787053327.408787;4.1062795270000265;2,45 GHz;2450.0;1;2846;2.2934798534798535;-47.73919413919414;-64.43919413919414;3.5981609510780286e-10;0.1;3.5981609510780286e-11;1.491886762939313e-09;ORANGE;16.7;simulation
1787053327.5064628;4.206412475000036;868 MHz;868.0;0;2460;1.9824175824175825;-35.2967032967033;-68.2967032967033;1.4802315967078326e-10;0.1;1.4802315967078327e-11;5.800914167428282e-10;ORANGE;33.0;simulation
1787053327.5077143;4.206412475000036;2,45 GHz;2450.0;1;2854;2.2999267399267396;-47.99706959706958;-64.69706959706959;3.3907286845801727e-10;0.1;3.390728684580173e-11;1.5257940497851148e-09;ORANGE;16.7;simulation
1787053327.6074653;4.30680537500001;868 MHz;868.0;0;2489;2.0057875457875456;-36.23150183150182;-69.23150183150182;1.1935752834381952e-10;0.1;1.1935752834381953e-11;5.920271695772102e-10;ORANGE;33.0;simulation
1787053327.6100695;4.30680537500001;2,45 GHz;2450.0;1;2810;2.2644688644688644;-46.57875457875457;-63.27875457875457;4.700288789164307e-10;0.1;4.700288789164307e-11;1.572796937676758e-09;ORANGE;16.7;simulation
1787053327.7070048;4.4069621520000055;868 MHz;868.0;0;2466;1.987252747252747;-35.49010989010988;-68.49010989010988;1.4157579563921504e-10;0.1;1.4157579563921504e-11;6.061847491411317e-10;ORANGE;33.0;simulation
1787053327.7082174;4.4069621520000055;2,45 GHz;2450.0;1;2804;2.2596336996336994;-46.38534798534798;-63.08534798534798;4.914340016921279e-10;0.1;4.914340016921279e-11;1.6219403378459708e-09;ORANGE;16.7;simulation
1787053327.8075573;4.50712887100002;868 MHz;868.0;0;2518;2.029157509157509;-37.16630036630036;-70.16630036630036;9.624317981071593e-11;0.1;9.624317981071593e-12;6.158090671222032e-10;VERT;33.0;simulation
1787053327.8107915;4.50712887100002;2,45 GHz;2450.0;1;2854;2.2999267399267396;-47.99706959706958;-64.69706959706959;3.3907286845801727e-10;0.1;3.390728684580173e-11;1.6558476246917725e-09;ORANGE;16.7;simulation
1787053327.9074767;4.607265744000017;868 MHz;868.0;0;2404;1.9372893772893773;-33.491575091575086;-66.49157509157509;2.2430682641974028e-10;0.1;2.243068264197403e-11;6.382397497641773e-10;ORANGE;33.0;simulation
1787053327.9089622;4.607265744000017;2,45 GHz;2450.0;1;2770;2.2322344322344323;-45.289377289377285;-61.98937728937729;6.325025358837646e-10;0.1;6.325025358837646e-11;1.719097878280149e-09;ORANGE;16.7;simulation
1787053328.007992;4.7075803650000125;868 MHz;868.0;0;2439;1.9654945054945054;-34.61978021978021;-67.61978021978021;1.7299039009765955e-10;0.1;1.7299039009765955e-11;6.555387887739433e-10;ORANGE;33.0;simulation
1787053328.01042;4.7075803650000125;2,45 GHz;2450.0;1;2824;2.2757509157509155;-47.03003663003662;-63.73003663003662;4.236393928998553e-10;0.1;4.2363939289985536e-11;1.7614618175701347e-09;ORANGE;16.7;simulation
1787053328.1078846;4.8077520710000385;868 MHz;868.0;0;2441;1.967106227106227;-34.684249084249075;-67.68424908424907;1.7044139951004716e-10;0.1;1.7044139951004718e-11;6.72582928724948e-10;ORANGE;33.0;simulation
1787053328.1092677;4.8077520710000385;2,45 GHz;2450.0;1;2865;2.3087912087912086;-48.351648351648336;-65.05164835164834;3.124893098235832e-10;0.1;3.1248930982358324e-11;1.792710748552493e-09;ORANGE;16.7;simulation
1787053328.212669;4.907905669000002;868 MHz;868.0;0;2392;1.9276190476190476;-33.1047619047619;-66.1047619047619;2.452018878270317e-10;0.1;2.4520188782703174e-11;6.971031175076512e-10;ORANGE;33.0;simulation
1787053328.2160933;4.907905669000002;2,45 GHz;2450.0;1;2802;2.258021978021978;-46.32087912087911;-63.020879120879115;4.987835109565817e-10;0.1;4.987835109565817e-11;1.8425890996481511e-09;ORANGE;16.7;simulation
1787053328.3082137;5.008067729000004;868 MHz;868.0;0;2398;1.9324542124542123;-33.298168498168494;-66.2981684981685;2.3452176293600217e-10;0.1;2.345217629360022e-11;7.205552938012514e-10;ORANGE;33.0;simulation
1787053328.309644;5.008067729000004;2,45 GHz;2450.0;1;2833;2.283003663003663;-47.320146520146515;-64.02014652014651;3.962646650466136e-10;0.1;3.962646650466136e-11;1.8822155661528124e-09;ORANGE;16.7;simulation
1787053328.4086726;5.108330992000049;868 MHz;868.0;0;2372;1.9115018315018313;-32.460073260073244;-65.46007326007324;2.844413125334363e-10;0.1;2.844413125334363e-11;7.48999425054595e-10;ORANGE;33.0;simulation
1787053328.4113946;5.108330992000049;2,45 GHz;2450.0;1;2762;2.225787545787546;-45.03150183150183;-61.73150183150183;6.711967066030785e-10;0.1;6.711967066030786e-11;1.94933523681312e-09;ORANGE;16.7;simulation
1787053328.508643;5.208457651000003;868 MHz;868.0;0;2397;1.9316483516483516;-33.26593406593406;-66.26593406593406;2.362689185276836e-10;0.1;2.362689185276836e-11;7.726263169073634e-10;ORANGE;33.0;simulation
1787053328.5101254;5.208457651000003;2,45 GHz;2450.0;1;2813;2.266886446886447;-46.67545787545787;-63.37545787545787;4.5967852219796363e-10;0.1;4.596785221979636e-11;1.9953030890329165e-09;ORANGE;16.7;simulation
1787053328.610088;5.308561795000003;868 MHz;868.0;0;2354;1.896996336996337;-31.879853479853473;-64.87985347985347;3.250982652065628e-10;0.1;3.250982652065628e-11;8.051361434280196e-10;ORANGE;33.0;simulation
1787053328.613886;5.308561795000003;2,45 GHz;2450.0;1;2825;2.2765567765567765;-47.06227106227105;-63.762271062271054;4.2050667472950155e-10;0.1;4.205066747295016e-11;2.0373537565058667e-09;ORANGE;16.7;simulation
1787053328.7088463;5.408677252000018;868 MHz;868.0;0;2356;1.8986080586080585;-31.944322344322337;-64.94432234432233;3.203079851361346e-10;0.1;3.2030798513613464e-11;8.371669419416331e-10;ORANGE;33.0;simulation
1787053328.7103086;5.408677252000018;2,45 GHz;2450.0;1;2827;2.2781684981684984;-47.12673992673993;-63.82673992673993;4.1431056432528446e-10;0.1;4.1431056432528446e-11;2.078784812938395e-09;ORANGE;16.7;simulation
1787053328.8088608;5.508815613000024;868 MHz;868.0;0;2430;1.9582417582417582;-34.32967032967032;-67.32967032967032;1.8494090011750247e-10;0.1;1.8494090011750247e-11;8.556610319533834e-10;ORANGE;33.0;simulation
1787053328.8105016;5.508815613000024;2,45 GHz;2450.0;1;2786;2.245128205128205;-45.80512820512819;-62.50512820512819;5.616776972045861e-10;0.1;5.616776972045861e-11;2.1349525826588537e-09;ORANGE;16.7;simulation
1787053328.909197;5.609031033000008;868 MHz;868.0;0;2360;1.9018315018315017;-32.073260073260066;-65.07326007326006;3.109381373827833e-10;0.1;3.1093813738278326e-11;8.867548456916617e-10;ORANGE;33.0;simulation
1787053328.9106998;5.609031033000008;2,45 GHz;2450.0;1;2785;2.2443223443223443;-45.77289377289377;-62.47289377289377;5.658621205054675e-10;0.1;5.658621205054675e-11;2.1915387947094005e-09;ORANGE;16.7;simulation
1787053329.0149581;5.7091880060000335;868 MHz;868.0;0;2462;1.984029304029304;-35.361172161172156;-68.36117216117216;1.458420579313377e-10;0.1;1.4584205793133772e-11;9.013390514847954e-10;ORANGE;33.0;simulation
1787053329.020393;5.7091880060000335;2,45 GHz;2450.0;1;2734;2.2032234432234428;-44.12893772893771;-60.8289377289377;8.262400206532603e-10;0.1;8.262400206532604e-11;2.2741627967747264e-09;ORANGE;16.7;simulation
1787053329.1095223;5.809340182000028;868 MHz;868.0;0;2420;1.9501831501831501;-34.007326007326;-67.007326007326;1.9918993930146226e-10;0.1;1.9918993930146227e-11;9.212580454149417e-10;ORANGE;33.0;simulation
1787053329.110963;5.809340182000028;2,45 GHz;2450.0;1;2870;2.312820512820513;-48.51282051282052;-65.21282051282051;3.011049871506763e-10;0.1;3.011049871506763e-11;2.304273295489794e-09;ORANGE;16.7;simulation
1787053329.2157617;5.909477806000041;868 MHz;868.0;0;2363;1.9042490842490842;-32.16996336996337;-65.16996336996337;3.0409106737570756e-10;0.1;3.0409106737570756e-11;9.516671521525123e-10;ORANGE;33.0;simulation
1787053329.2188964;5.909477806000041;2,45 GHz;2450.0;1;2790;2.2483516483516484;-45.93406593406593;-62.63406593406593;5.452471529987527e-10;0.1;5.452471529987528e-11;2.3587980107896694e-09;ORANGE;16.7;simulation
1787053329.309848;6.009649738000007;868 MHz;868.0;0;2355;1.8978021978021977;-31.912087912087905;-64.91208791208791;3.226942365453192e-10;0.1;3.2269423654531926e-11;9.839365758070443e-10;ORANGE;33.0;simulation
1787053329.311304;6.009649738000007;2,45 GHz;2450.0;1;2829;2.2797802197802195;-47.19120879120878;-63.89120879120878;4.08205752790859e-10;0.1;4.08205752790859e-11;2.3996185860687552e-09;ORANGE;16.7;simulation
